tick_idx,tick_ts,gt_label,vad_active,rgb,a30,a50,a70,eL,lx,ly,eR,rx,ry,eT,tx,ty,eO,ox,oy
487,1781507136954557568,Left,0,487_rgb.jpg,487_a30.jpg,487_a50.jpg,487_a70.jpg,0.784,302,438,0.031,817,432,0.000,470,645,0.682,226,393
488,1781507137204557568,Left,0,488_rgb.jpg,488_a30.jpg,488_a50.jpg,488_a70.jpg,0.776,301,427,0.031,813,427,0.000,448,645,0.667,224,377
489,1781507137454557568,Left,0,489_rgb.jpg,489_a30.jpg,489_a50.jpg,489_a70.jpg,0.773,299,434,0.024,809,440,0.000,442,645,0.667,223,393
490,1781507137704557568,Right,0,490_rgb.jpg,490_a30.jpg,490_a50.jpg,490_a70.jpg,0.000,298,387,0.839,734,419,0.000,377,645,0.133,743,329
491,1781507137954557568,Right,0,491_rgb.jpg,491_a30.jpg,491_a50.jpg,491_a70.jpg,0.000,300,389,0.827,733,418,0.000,377,645,0.129,742,322
492,1781507138204557568,Right,0,492_rgb.jpg,492_a30.jpg,492_a50.jpg,492_a70.jpg,0.000,300,389,0.796,732,420,0.000,377,645,0.094,762,323
493,1781507138454557568,Right,0,493_rgb.jpg,493_a30.jpg,493_a50.jpg,493_a70.jpg,0.000,301,390,0.875,745,411,0.000,377,645,0.180,762,320
494,1781507138704557568,Right,0,494_rgb.jpg,494_a30.jpg,494_a50.jpg,494_a70.jpg,0.000,303,389,0.839,744,420,0.000,377,645,0.149,757,332
495,1781507138954557568,Right,0,495_rgb.jpg,495_a30.jpg,495_a50.jpg,495_a70.jpg,0.133,303,426,0.816,746,428,0.000,383,645,0.165,765,350
496,1781507139204557568,Others,0,496_rgb.jpg,496_a30.jpg,496_a50.jpg,496_a70.jpg,0.067,303,423,0.012,767,414,0.000,377,645,0.220,546,99
497,1781507139454557568,Left,0,497_rgb.jpg,497_a30.jpg,497_a50.jpg,497_a70.jpg,0.702,362,450,0.024,813,446,0.000,377,645,0.024,357,263
498,1781507139704557568,Right,0,498_rgb.jpg,498_a30.jpg,498_a50.jpg,498_a70.jpg,0.000,303,389,0.859,750,444,0.000,377,645,0.133,750,349
499,1781507139954557568,Right,0,499_rgb.jpg,499_a30.jpg,499_a50.jpg,499_a70.jpg,0.000,303,389,0.847,731,439,0.000,377,645,0.133,745,348
500,1781507140204557568,Right,0,500_rgb.jpg,500_a30.jpg,500_a50.jpg,500_a70.jpg,0.000,303,389,0.851,732,439,0.000,377,645,0.145,747,349
501,1781507140454557568,Left,0,501_rgb.jpg,501_a30.jpg,501_a50.jpg,501_a70.jpg,0.820,343,429,0.000,675,382,0.000,377,645,0.039,324,348
502,1781507140704557568,Left,0,502_rgb.jpg,502_a30.jpg,502_a50.jpg,502_a70.jpg,0.835,342,442,0.004,767,436,0.000,377,645,0.078,328,351
503,1781507140954557568,Left,0,503_rgb.jpg,503_a30.jpg,503_a50.jpg,503_a70.jpg,0.808,344,448,0.031,795,444,0.000,377,645,0.082,361,298
504,1781507141204557568,Left,0,504_rgb.jpg,504_a30.jpg,504_a50.jpg,504_a70.jpg,0.780,363,453,0.000,678,410,0.000,377,645,0.039,369,288
505,1781507141454557568,Left,0,505_rgb.jpg,505_a30.jpg,505_a50.jpg,505_a70.jpg,0.914,326,445,0.000,671,389,0.000,417,645,0.212,310,365
506,1781507141704557568,Left,0,506_rgb.jpg,506_a30.jpg,506_a50.jpg,506_a70.jpg,0.902,278,468,0.075,817,455,0.000,514,645,0.682,530,107
507,1781507141954557568,Left,0,507_rgb.jpg,507_a30.jpg,507_a50.jpg,507_a70.jpg,0.569,278,453,0.027,815,432,0.000,519,645,0.537,527,102
508,1781507142204557568,Left,0,508_rgb.jpg,508_a30.jpg,508_a50.jpg,508_a70.jpg,0.827,283,448,0.012,809,426,0.000,485,645,0.718,192,407
509,1781507142454557568,Left,0,509_rgb.jpg,509_a30.jpg,509_a50.jpg,509_a70.jpg,0.861,281,457,0.008,728,379,0.000,478,645,0.608,210,415
510,1781507142704557568,Left,0,510_rgb.jpg,510_a30.jpg,510_a50.jpg,510_a70.jpg,0.933,295,457,0.008,782,420,0.000,484,645,0.565,239,392
511,1781507142954557568,Left,0,511_rgb.jpg,511_a30.jpg,511_a50.jpg,511_a70.jpg,0.820,301,444,0.027,814,449,0.000,483,645,0.639,240,403
512,1781507143204557568,Left,0,512_rgb.jpg,512_a30.jpg,512_a50.jpg,512_a70.jpg,0.722,307,425,0.043,812,429,0.000,464,645,0.682,225,397
513,1781507143454557568,Others,0,513_rgb.jpg,513_a30.jpg,513_a50.jpg,513_a70.jpg,0.639,308,426,0.031,767,391,0.000,464,645,0.702,205,408
514,1781507143704557568,Left,0,514_rgb.jpg,514_a30.jpg,514_a50.jpg,514_a70.jpg,0.922,359,440,0.000,666,364,0.000,488,645,0.278,327,354
515,1781507143954557568,Right,0,515_rgb.jpg,515_a30.jpg,515_a50.jpg,515_a70.jpg,0.000,310,380,0.843,715,430,0.000,377,645,0.125,747,335
516,1781507144204557568,Right,0,516_rgb.jpg,516_a30.jpg,516_a50.jpg,516_a70.jpg,0.004,312,406,0.749,722,424,0.000,377,645,0.027,747,334
517,1781507144454557568,Right,0,517_rgb.jpg,517_a30.jpg,517_a50.jpg,517_a70.jpg,0.000,310,380,0.878,717,447,0.000,377,645,0.165,740,359
518,1781507144704557568,Right,0,518_rgb.jpg,518_a30.jpg,518_a50.jpg,518_a70.jpg,0.000,310,380,0.886,747,437,0.000,377,645,0.180,748,352
519,1781507144954557568,Right,0,519_rgb.jpg,519_a30.jpg,519_a50.jpg,519_a70.jpg,0.000,310,380,0.867,766,430,0.000,377,645,0.216,800,348
520,1781507145204557568,Right,1,520_rgb.jpg,520_a30.jpg,520_a50.jpg,520_a70.jpg,0.180,343,435,0.890,783,440,0.000,377,645,0.302,799,361
521,1781507145454557568,Teleoperator,1,521_rgb.jpg,521_a30.jpg,521_a50.jpg,521_a70.jpg,0.000,310,380,0.000,665,370,0.376,531,839,0.000,0,0
522,1781507145704557568,Teleoperator,1,522_rgb.jpg,522_a30.jpg,522_a50.jpg,522_a70.jpg,0.000,310,380,0.000,663,370,0.341,530,840,0.000,0,0
523,1781507145954557568,Others,0,523_rgb.jpg,523_a30.jpg,523_a50.jpg,523_a70.jpg,0.616,311,436,0.008,805,436,0.000,486,645,0.655,261,427
524,1781507146204557568,Right,0,524_rgb.jpg,524_a30.jpg,524_a50.jpg,524_a70.jpg,0.000,310,380,0.784,731,442,0.000,377,645,0.063,711,357
525,1781507146454557568,Right,0,525_rgb.jpg,525_a30.jpg,525_a50.jpg,525_a70.jpg,0.000,306,388,0.776,731,437,0.000,377,645,0.067,741,343
526,1781507146704557568,Right,0,526_rgb.jpg,526_a30.jpg,526_a50.jpg,526_a70.jpg,0.000,306,388,0.792,748,434,0.000,377,645,0.063,750,340
527,1781507146954557568,Right,0,527_rgb.jpg,527_a30.jpg,527_a50.jpg,527_a70.jpg,0.000,306,388,0.851,745,436,0.000,377,645,0.075,748,347
528,1781507147204557568,Teleoperator,1,528_rgb.jpg,528_a30.jpg,528_a50.jpg,528_a70.jpg,0.000,306,388,0.000,680,409,0.424,530,833,0.000,0,0
529,1781507147454557568,Teleoperator,1,529_rgb.jpg,529_a30.jpg,529_a50.jpg,529_a70.jpg,0.000,306,388,0.000,683,416,0.408,493,645,0.137,548,466
530,1781507147704557568,Teleoperator,1,530_rgb.jpg,530_a30.jpg,530_a50.jpg,530_a70.jpg,0.000,306,388,0.000,684,418,1.000,515,785,0.008,548,461
531,1781507147954557568,Teleoperator,1,531_rgb.jpg,531_a30.jpg,531_a50.jpg,531_a70.jpg,0.000,306,388,0.000,678,410,1.000,498,768,0.000,0,0
532,1781507148204557568,Teleoperator,1,532_rgb.jpg,532_a30.jpg,532_a50.jpg,532_a70.jpg,0.000,306,388,0.000,670,382,1.000,498,785,0.000,0,0
533,1781507148454557568,Teleoperator,1,533_rgb.jpg,533_a30.jpg,533_a50.jpg,533_a70.jpg,0.000,306,388,0.000,670,381,0.663,530,839,0.000,0,0
534,1781507148704557568,Teleoperator,1,534_rgb.jpg,534_a30.jpg,534_a50.jpg,534_a70.jpg,0.000,306,388,0.000,669,375,0.498,534,837,0.000,0,0
535,1781507148954557568,Teleoperator,1,535_rgb.jpg,535_a30.jpg,535_a50.jpg,535_a70.jpg,0.000,306,388,0.000,670,375,0.498,532,831,0.000,0,0
536,1781507149204557568,Teleoperator,1,536_rgb.jpg,536_a30.jpg,536_a50.jpg,536_a70.jpg,0.008,302,436,0.000,669,374,0.333,529,836,0.008,259,430
537,1781507149454557568,Left,0,537_rgb.jpg,537_a30.jpg,537_a50.jpg,537_a70.jpg,0.612,303,463,0.008,820,450,0.000,506,645,0.600,293,460
538,1781507149704557568,Left,0,538_rgb.jpg,538_a30.jpg,538_a50.jpg,538_a70.jpg,0.733,305,463,0.000,670,376,0.000,512,645,0.604,276,442
539,1781507149954557568,Left,0,539_rgb.jpg,539_a30.jpg,539_a50.jpg,539_a70.jpg,0.686,303,461,0.000,667,376,0.000,514,645,0.592,274,445
540,1781507150204557568,Others,0,540_rgb.jpg,540_a30.jpg,540_a50.jpg,540_a70.jpg,0.212,302,465,0.000,667,376,0.000,532,645,0.290,524,98
541,1781507150454557568,Others,0,541_rgb.jpg,541_a30.jpg,541_a50.jpg,541_a70.jpg,0.451,302,465,0.000,672,381,0.000,552,645,0.627,532,103
542,1781507150704557568,Others,0,542_rgb.jpg,542_a30.jpg,542_a50.jpg,542_a70.jpg,0.600,302,461,0.000,670,378,0.000,494,645,0.604,276,459
543,1781507150954557568,Right,0,543_rgb.jpg,543_a30.jpg,543_a50.jpg,543_a70.jpg,0.000,302,389,0.875,717,454,0.000,377,645,0.145,740,367
544,1781507151204557568,Right,0,544_rgb.jpg,544_a30.jpg,544_a50.jpg,544_a70.jpg,0.000,302,390,0.878,728,450,0.000,377,645,0.153,746,364
545,1781507151454557568,Right,0,545_rgb.jpg,545_a30.jpg,545_a50.jpg,545_a70.jpg,0.000,304,390,0.882,747,442,0.000,377,645,0.157,758,360
546,1781507151704557568,Right,0,546_rgb.jpg,546_a30.jpg,546_a50.jpg,546_a70.jpg,0.000,304,391,0.878,749,434,0.000,377,645,0.169,791,348
547,1781507151954557568,Right,1,547_rgb.jpg,547_a30.jpg,547_a50.jpg,547_a70.jpg,0.000,304,391,0.867,732,435,0.000,377,645,0.153,748,348
548,1781507152204557568,Teleoperator,1,548_rgb.jpg,548_a30.jpg,548_a50.jpg,548_a70.jpg,0.008,407,391,0.000,672,380,0.682,514,783,0.082,523,108
549,1781507152454557568,Teleoperator,1,549_rgb.jpg,549_a30.jpg,549_a50.jpg,549_a70.jpg,0.000,304,388,0.000,671,379,0.596,547,767,0.008,548,522
550,1781507152704557568,Teleoperator,1,550_rgb.jpg,550_a30.jpg,550_a50.jpg,550_a70.jpg,0.000,304,388,0.000,671,379,1.000,515,645,0.106,529,582
551,1781507152954557568,Teleoperator,1,551_rgb.jpg,551_a30.jpg,551_a50.jpg,551_a70.jpg,0.000,300,384,0.000,673,379,1.000,498,717,0.012,528,617
552,1781507153204557568,Teleoperator,1,552_rgb.jpg,552_a30.jpg,552_a50.jpg,552_a70.jpg,0.000,302,387,0.000,671,377,0.553,540,837,0.000,0,0
553,1781507153454557568,Left,0,553_rgb.jpg,553_a30.jpg,553_a50.jpg,553_a70.jpg,0.925,343,438,0.000,672,379,0.000,448,645,0.282,328,356
554,1781507153704557568,Left,0,554_rgb.jpg,554_a30.jpg,554_a50.jpg,554_a70.jpg,0.816,302,432,0.008,815,428,0.000,467,645,0.627,225,377
555,1781507153954557568,Teleoperator,1,555_rgb.jpg,555_a30.jpg,555_a50.jpg,555_a70.jpg,0.110,301,433,0.000,672,380,0.325,532,836,0.082,225,381
556,1781507154204557568,Teleoperator,1,556_rgb.jpg,556_a30.jpg,556_a50.jpg,556_a70.jpg,0.000,302,387,0.000,674,382,0.471,531,840,0.000,0,0
557,1781507154454557568,Teleoperator,1,557_rgb.jpg,557_a30.jpg,557_a50.jpg,557_a70.jpg,0.000,303,387,0.000,670,378,0.416,531,822,0.000,0,0
558,1781507154704557568,Teleoperator,1,558_rgb.jpg,558_a30.jpg,558_a50.jpg,558_a70.jpg,0.000,303,387,0.000,669,379,0.396,533,824,0.000,0,0
559,1781507154954557568,Teleoperator,1,559_rgb.jpg,559_a30.jpg,559_a50.jpg,559_a70.jpg,0.000,301,388,0.000,673,384,0.380,533,839,0.000,0,0
560,1781507155204557568,Teleoperator,1,560_rgb.jpg,560_a30.jpg,560_a50.jpg,560_a70.jpg,0.000,299,387,0.000,672,383,0.376,531,837,0.000,0,0
561,1781507155454557568,Teleoperator,1,561_rgb.jpg,561_a30.jpg,561_a50.jpg,561_a70.jpg,0.000,299,387,0.000,671,398,0.451,534,832,0.000,0,0
562,1781507155704557568,Teleoperator,1,562_rgb.jpg,562_a30.jpg,562_a50.jpg,562_a70.jpg,0.000,305,393,0.000,676,406,0.596,525,647,0.200,548,444
563,1781507155954557568,Teleoperator,1,563_rgb.jpg,563_a30.jpg,563_a50.jpg,563_a70.jpg,0.000,305,393,0.000,675,403,0.608,531,812,0.000,0,0
564,1781507156204557568,Teleoperator,1,564_rgb.jpg,564_a30.jpg,564_a50.jpg,564_a70.jpg,0.000,305,393,0.000,675,404,0.467,531,824,0.000,0,0
565,1781507156454557568,Teleoperator,1,565_rgb.jpg,565_a30.jpg,565_a50.jpg,565_a70.jpg,0.000,306,397,0.051,710,457,0.400,537,843,0.012,741,380
566,1781507156704557568,Right,0,566_rgb.jpg,566_a30.jpg,566_a50.jpg,566_a70.jpg,0.000,306,397,0.886,723,462,0.000,377,645,0.184,745,375
567,1781507156954557568,Others,0,567_rgb.jpg,567_a30.jpg,567_a50.jpg,567_a70.jpg,0.635,307,454,0.031,816,466,0.000,480,645,0.647,257,444
568,1781507157204557568,Left,0,568_rgb.jpg,568_a30.jpg,568_a50.jpg,568_a70.jpg,0.655,307,450,0.027,814,452,0.000,484,645,0.651,260,433
569,1781507157454557568,Left,0,569_rgb.jpg,569_a30.jpg,569_a50.jpg,569_a70.jpg,0.729,307,448,0.024,809,443,0.000,487,645,0.638,247,422
570,1781507157704557568,Left,0,570_rgb.jpg,570_a30.jpg,570_a50.jpg,570_a70.jpg,0.859,306,445,0.051,809,451,0.000,484,645,0.596,239,396
571,1781507157954557568,Left,0,571_rgb.jpg,571_a30.jpg,571_a50.jpg,571_a70.jpg,0.847,345,462,0.000,676,402,0.000,396,645,0.137,342,359
572,1781507158204557568,Left,0,572_rgb.jpg,572_a30.jpg,572_a50.jpg,572_a70.jpg,0.906,342,436,0.000,676,402,0.000,377,645,0.192,322,349
573,1781507158454557568,Left,1,573_rgb.jpg,573_a30.jpg,573_a50.jpg,573_a70.jpg,0.906,341,420,0.000,673,400,0.000,377,645,0.204,320,336
574,1781507158704557568,Teleoperator,1,574_rgb.jpg,574_a30.jpg,574_a50.jpg,574_a70.jpg,0.000,310,377,0.000,674,402,0.616,531,743,0.075,531,279
575,1781507158954557568,Teleoperator,1,575_rgb.jpg,575_a30.jpg,575_a50.jpg,575_a70.jpg,0.000,309,374,0.000,674,402,0.286,531,837,0.000,0,0
576,1781507159204557568,Teleoperator,1,576_rgb.jpg,576_a30.jpg,576_a50.jpg,576_a70.jpg,0.000,307,371,0.000,675,404,0.196,531,845,0.000,0,0
577,1781507159454557568,Teleoperator,1,577_rgb.jpg,577_a30.jpg,577_a50.jpg,577_a70.jpg,0.000,307,371,0.000,675,405,0.482,530,834,0.000,0,0
578,1781507159704557568,Teleoperator,1,578_rgb.jpg,578_a30.jpg,578_a50.jpg,578_a70.jpg,0.000,327,375,0.000,673,402,0.478,531,832,0.000,0,0
579,1781507159954557568,Teleoperator,1,579_rgb.jpg,579_a30.jpg,579_a50.jpg,579_a70.jpg,0.000,327,375,0.000,675,406,0.443,531,841,0.000,0,0
580,1781507160204557568,Right,1,580_rgb.jpg,580_a30.jpg,580_a50.jpg,580_a70.jpg,0.012,377,445,0.847,750,435,0.000,377,645,0.145,817,344
581,1781507160454557568,Left,0,581_rgb.jpg,581_a30.jpg,581_a50.jpg,581_a70.jpg,0.906,344,444,0.110,783,451,0.000,487,645,0.278,323,373
582,1781507160704557568,Left,0,582_rgb.jpg,582_a30.jpg,582_a50.jpg,582_a70.jpg,0.757,327,439,0.020,779,472,0.000,535,645,0.553,309,408
583,1781507160954557568,Others,0,583_rgb.jpg,583_a30.jpg,583_a50.jpg,583_a70.jpg,0.525,327,417,0.024,801,462,0.000,514,645,0.749,192,396
584,1781507161204557568,Others,0,584_rgb.jpg,584_a30.jpg,584_a50.jpg,584_a70.jpg,0.494,330,423,0.027,807,467,0.000,495,645,0.733,209,407
585,1781507161454557568,Others,0,585_rgb.jpg,585_a30.jpg,585_a50.jpg,585_a70.jpg,0.592,327,417,0.016,805,465,0.000,489,645,0.686,226,389
586,1781507161704557568,Others,0,586_rgb.jpg,586_a30.jpg,586_a50.jpg,586_a70.jpg,0.592,328,427,0.008,804,433,0.000,496,645,0.627,250,410
587,1781507161954557568,Others,0,587_rgb.jpg,587_a30.jpg,587_a50.jpg,587_a70.jpg,0.522,327,431,0.020,806,451,0.000,498,645,0.631,261,431
588,1781507162204557568,Others,0,588_rgb.jpg,588_a30.jpg,588_a50.jpg,588_a70.jpg,0.557,327,409,0.063,806,465,0.000,542,645,0.769,224,394
589,1781507162454557568,Others,0,589_rgb.jpg,589_a30.jpg,589_a50.jpg,589_a70.jpg,0.557,327,411,0.078,804,477,0.000,494,645,0.729,225,395
590,1781507162704557568,Others,0,590_rgb.jpg,590_a30.jpg,590_a50.jpg,590_a70.jpg,0.545,329,424,0.086,805,471,0.000,501,645,0.694,253,420
591,1781507162954557568,Left,0,591_rgb.jpg,591_a30.jpg,591_a50.jpg,591_a70.jpg,0.827,301,446,0.047,806,463,0.000,491,645,0.627,243,408
592,1781507163204557568,Left,0,592_rgb.jpg,592_a30.jpg,592_a50.jpg,592_a70.jpg,0.886,300,433,0.031,807,465,0.000,479,645,0.569,226,374
593,1781507163454557568,Left,0,593_rgb.jpg,593_a30.jpg,593_a50.jpg,593_a70.jpg,0.902,300,449,0.020,808,458,0.000,483,645,0.565,260,398
594,1781507163704557568,Left,0,594_rgb.jpg,594_a30.jpg,594_a50.jpg,594_a70.jpg,0.839,303,452,0.039,807,471,0.000,478,645,0.592,261,411
595,1781507163954557568,Left,0,595_rgb.jpg,595_a30.jpg,595_a50.jpg,595_a70.jpg,0.906,302,440,0.106,808,467,0.000,478,645,0.584,253,379
596,1781507164204557568,Left,0,596_rgb.jpg,596_a30.jpg,596_a50.jpg,596_a70.jpg,0.839,302,444,0.027,808,479,0.000,473,645,0.635,244,402
597,1781507164454557568,Right,0,597_rgb.jpg,597_a30.jpg,597_a50.jpg,597_a70.jpg,0.000,303,391,0.894,733,445,0.000,377,645,0.161,748,360
598,1781507164704557568,Right,0,598_rgb.jpg,598_a30.jpg,598_a50.jpg,598_a70.jpg,0.000,303,391,0.867,729,455,0.000,377,645,0.102,751,370
599,1781507164954557568,Right,0,599_rgb.jpg,599_a30.jpg,599_a50.jpg,599_a70.jpg,0.000,301,388,0.827,733,451,0.000,377,645,0.063,748,366
600,1781507165204557568,Right,0,600_rgb.jpg,600_a30.jpg,600_a50.jpg,600_a70.jpg,0.000,300,387,0.725,727,444,0.000,377,645,0.012,725,353
601,1781507165454557568,Right,0,601_rgb.jpg,601_a30.jpg,601_a50.jpg,601_a70.jpg,0.008,305,434,0.569,714,443,0.000,377,645,0.004,699,265
602,1781507165704557568,Right,0,602_rgb.jpg,602_a30.jpg,602_a50.jpg,602_a70.jpg,0.000,300,387,0.831,747,426,0.000,377,645,0.149,809,327
603,1781507165954557568,Right,0,603_rgb.jpg,603_a30.jpg,603_a50.jpg,603_a70.jpg,0.000,298,383,0.836,747,417,0.000,377,645,0.082,748,334
604,1781507166204557568,Right,0,604_rgb.jpg,604_a30.jpg,604_a50.jpg,604_a70.jpg,0.000,298,383,0.816,747,427,0.000,377,645,0.043,750,343
605,1781507166454557568,Left,0,605_rgb.jpg,605_a30.jpg,605_a50.jpg,605_a70.jpg,0.839,298,451,0.071,831,473,0.000,478,645,0.549,255,408
606,1781507166704557568,Right,0,606_rgb.jpg,606_a30.jpg,606_a50.jpg,606_a70.jpg,0.004,328,457,0.624,733,464,0.000,377,645,0.008,733,163
607,1781507166954557568,Right,0,607_rgb.jpg,607_a30.jpg,607_a50.jpg,607_a70.jpg,0.004,328,466,0.616,739,464,0.000,377,645,0.004,699,248
608,1781507167204557568,Right,0,608_rgb.jpg,608_a30.jpg,608_a50.jpg,608_a70.jpg,0.000,298,383,0.765,731,469,0.000,377,645,0.039,716,352
609,1781507167454557568,Right,0,609_rgb.jpg,609_a30.jpg,609_a50.jpg,609_a70.jpg,0.000,298,383,0.843,717,465,0.000,377,645,0.082,730,383
610,1781507167704557568,Right,0,610_rgb.jpg,610_a30.jpg,610_a50.jpg,610_a70.jpg,0.000,298,383,0.867,733,462,0.000,377,645,0.090,740,383
611,1781507167954557568,Right,0,611_rgb.jpg,611_a30.jpg,611_a50.jpg,611_a70.jpg,0.000,298,383,0.859,740,438,0.000,377,645,0.118,750,352
612,1781507168204557568,Right,0,612_rgb.jpg,612_a30.jpg,612_a50.jpg,612_a70.jpg,0.008,298,442,0.792,733,459,0.000,377,645,0.043,767,371
613,1781507168454557568,Right,1,613_rgb.jpg,613_a30.jpg,613_a50.jpg,613_a70.jpg,0.000,303,390,0.867,733,443,0.000,377,645,0.118,746,359
614,1781507168704557568,Teleoperator,1,614_rgb.jpg,614_a30.jpg,614_a50.jpg,614_a70.jpg,0.000,304,392,0.000,678,406,0.447,531,833,0.000,0,0
615,1781507168954557568,Teleoperator,1,615_rgb.jpg,615_a30.jpg,615_a50.jpg,615_a70.jpg,0.000,305,393,0.000,679,407,0.494,531,830,0.000,0,0
616,1781507169204557568,Right,0,616_rgb.jpg,616_a30.jpg,616_a50.jpg,616_a70.jpg,0.000,304,392,0.882,750,449,0.000,377,645,0.184,757,368
617,1781507169454557568,Right,0,617_rgb.jpg,617_a30.jpg,617_a50.jpg,617_a70.jpg,0.000,303,390,0.843,733,445,0.000,377,645,0.106,749,361
618,1781507169704557568,Right,0,618_rgb.jpg,618_a30.jpg,618_a50.jpg,618_a70.jpg,0.094,303,445,0.831,767,448,0.000,409,645,0.204,820,390
619,1781507169954557568,Right,0,619_rgb.jpg,619_a30.jpg,619_a50.jpg,619_a70.jpg,0.000,301,389,0.886,748,437,0.000,377,645,0.196,797,349
620,1781507170204557568,Right,0,620_rgb.jpg,620_a30.jpg,620_a50.jpg,620_a70.jpg,0.000,300,388,0.902,747,440,0.000,377,645,0.220,797,352
621,1781507170454557568,Left,0,621_rgb.jpg,621_a30.jpg,621_a50.jpg,621_a70.jpg,0.910,326,444,0.020,780,461,0.000,451,645,0.286,308,367
622,1781507170704557568,Right,0,622_rgb.jpg,622_a30.jpg,622_a50.jpg,622_a70.jpg,0.004,348,440,0.824,750,443,0.000,377,645,0.098,760,360
623,1781507170954557568,Right,1,623_rgb.jpg,623_a30.jpg,623_a50.jpg,623_a70.jpg,0.000,298,384,0.808,733,453,0.000,377,645,0.078,746,373
624,1781507171204557568,Teleoperator,1,624_rgb.jpg,624_a30.jpg,624_a50.jpg,624_a70.jpg,0.000,298,384,0.145,749,451,0.380,531,836,0.016,747,377
625,1781507171454557568,Teleoperator,1,625_rgb.jpg,625_a30.jpg,625_a50.jpg,625_a70.jpg,0.000,300,387,0.000,688,406,0.365,531,837,0.000,0,0
626,1781507171704557568,Teleoperator,1,626_rgb.jpg,626_a30.jpg,626_a50.jpg,626_a70.jpg,0.016,307,444,0.000,679,406,0.314,531,837,0.008,290,398
627,1781507171954557568,Left,0,627_rgb.jpg,627_a30.jpg,627_a50.jpg,627_a70.jpg,0.729,305,442,0.051,808,470,0.000,472,645,0.639,240,413
628,1781507172204557568,Left,0,628_rgb.jpg,628_a30.jpg,628_a50.jpg,628_a70.jpg,0.792,304,432,0.184,808,465,0.000,494,645,0.659,224,387
629,1781507172454557568,Others,0,629_rgb.jpg,629_a30.jpg,629_a50.jpg,629_a70.jpg,0.682,304,403,0.118,810,462,0.000,451,645,0.690,226,363
630,1781507172704557568,Right,0,630_rgb.jpg,630_a30.jpg,630_a50.jpg,630_a70.jpg,0.000,304,389,0.820,732,458,0.000,377,645,0.059,749,372
631,1781507172954557568,Right,0,631_rgb.jpg,631_a30.jpg,631_a50.jpg,631_a70.jpg,0.000,304,389,0.847,730,453,0.000,377,645,0.078,749,369
632,1781507173204557568,Right,0,632_rgb.jpg,632_a30.jpg,632_a50.jpg,632_a70.jpg,0.000,304,389,0.863,731,451,0.000,377,645,0.098,745,369
633,1781507173454557568,Left,0,633_rgb.jpg,633_a30.jpg,633_a50.jpg,633_a70.jpg,0.851,293,429,0.180,801,458,0.000,490,645,0.600,225,372
634,1781507173704557568,Right,0,634_rgb.jpg,634_a30.jpg,634_a50.jpg,634_a70.jpg,0.098,290,453,0.812,751,457,0.000,377,645,0.125,746,378
635,1781507173954557568,Right,0,635_rgb.jpg,635_a30.jpg,635_a50.jpg,635_a70.jpg,0.000,293,383,0.824,748,444,0.000,377,645,0.051,751,363
636,1781507174204557568,Right,0,636_rgb.jpg,636_a30.jpg,636_a50.jpg,636_a70.jpg,0.498,293,426,0.914,784,463,0.000,480,645,0.506,242,404
637,1781507174454557568,Left,0,637_rgb.jpg,637_a30.jpg,637_a50.jpg,637_a70.jpg,0.910,345,461,0.000,681,409,0.000,479,645,0.259,326,381
638,1781507174704557568,Left,0,638_rgb.jpg,638_a30.jpg,638_a50.jpg,638_a70.jpg,0.914,346,455,0.000,681,409,0.000,471,645,0.231,326,368
639,1781507174954557568,Left,0,639_rgb.jpg,639_a30.jpg,639_a50.jpg,639_a70.jpg,0.925,343,454,0.000,681,408,0.000,474,645,0.275,314,370
640,1781507175204557568,Teleoperator,1,640_rgb.jpg,640_a30.jpg,640_a50.jpg,640_a70.jpg,0.125,310,459,0.000,682,409,0.337,530,833,0.059,268,385
641,1781507175454557568,Teleoperator,1,641_rgb.jpg,641_a30.jpg,641_a50.jpg,641_a70.jpg,0.000,281,388,0.000,681,409,0.427,532,826,0.000,0,0
642,1781507175704557568,Teleoperator,1,642_rgb.jpg,642_a30.jpg,642_a50.jpg,642_a70.jpg,0.000,284,391,0.000,682,411,0.373,530,831,0.000,0,0
643,1781507175954557568,Teleoperator,1,643_rgb.jpg,643_a30.jpg,643_a50.jpg,643_a70.jpg,0.000,303,391,0.000,679,407,0.349,532,834,0.000,0,0
644,1781507176204557568,Teleoperator,1,644_rgb.jpg,644_a30.jpg,644_a50.jpg,644_a70.jpg,0.000,303,391,0.000,675,402,0.322,531,833,0.000,0,0
645,1781507176454557568,Teleoperator,1,645_rgb.jpg,645_a30.jpg,645_a50.jpg,645_a70.jpg,0.000,307,394,0.000,673,401,0.298,530,836,0.000,0,0
646,1781507176704557568,Teleoperator,1,646_rgb.jpg,646_a30.jpg,646_a50.jpg,646_a70.jpg,0.016,306,424,0.004,812,453,0.318,531,835,0.016,191,385
647,1781507176954557568,Left,0,647_rgb.jpg,647_a30.jpg,647_a50.jpg,647_a70.jpg,0.886,309,444,0.016,811,456,0.000,486,645,0.533,234,386
648,1781507177204557568,Left,0,648_rgb.jpg,648_a30.jpg,648_a50.jpg,648_a70.jpg,0.933,312,435,0.004,809,413,0.000,460,645,0.400,275,359
649,1781507177454557568,Left,1,649_rgb.jpg,649_a30.jpg,649_a50.jpg,649_a70.jpg,0.361,362,454,0.024,780,456,0.008,377,658,0.090,372,238
